customer_id,gender,senior_citizen,partner,dependents,tenure,age,contract,payment_method,internet_service,paperless_billing,online_security,tech_support,num_products,support_calls,monthly_charges,total_charges,churn
CUST-1466,Female,0,0,0,58,24,Month-to-Month,Electronic Check,No,1,0,1,4,6,78.58,4313.81,1
CUST-1467,Male,0,1,1,39,27,Month-to-Month,Mailed Check,Fiber Optic,0,0,1,4,6,78.65,2918.08,1
CUST-1468,Male,0,1,0,14,58,One Year,Bank Transfer,DSL,1,0,0,4,5,89.77,1165.6,1
CUST-1469,Male,0,0,0,5,49,Month-to-Month,Credit Card,Fiber Optic,1,1,1,2,1,112.96,582.49,0
CUST-1470,Male,0,1,0,35,51,Month-to-Month,Mailed Check,DSL,0,1,0,3,8,98.26,2934.28,1
CUST-1471,Male,0,1,1,18,45,Month-to-Month,Electronic Check,Fiber Optic,0,1,1,3,5,25.61,463.95,1
CUST-1472,Female,0,1,1,9,32,Month-to-Month,Credit Card,Fiber Optic,1,0,1,4,7,105.27,828.88,1
CUST-1473,Male,0,0,0,58,47,Two Year,Bank Transfer,No,0,1,1,1,0,42.55,2491.37,0
CUST-1474,Female,0,1,0,17,54,Month-to-Month,Credit Card,DSL,0,1,0,3,4,57.69,954.43,0
CUST-1475,Female,0,1,1,7,46,Two Year,Bank Transfer,Fiber Optic,1,0,0,2,0,66.17,471.83,1
CUST-1476,Female,1,1,1,46,39,Month-to-Month,Credit Card,Fiber Optic,1,1,1,3,9,68.09,2723.4,0
CUST-1477,Male,1,1,1,13,21,Month-to-Month,Mailed Check,Fiber Optic,0,0,0,4,7,63.52,794.21,0
CUST-1478,Female,0,1,1,40,37,Two Year,Mailed Check,DSL,1,0,1,1,7,113.74,4323.11,0
CUST-1479,Male,0,0,1,42,49,Month-to-Month,Electronic Check,Fiber Optic,0,1,0,3,0,90.6,3771.86,0
CUST-1480,Female,1,0,0,9,53,One Year,Bank Transfer,No,0,0,0,3,8,83.12,715.81,0
CUST-1481,Male,0,1,0,50,67,Two Year,Electronic Check,No,1,0,0,4,1,24.98,1196.73,0
CUST-1482,Female,0,1,0,27,21,Month-to-Month,Mailed Check,No,1,0,1,1,8,110.39,2789.54,1
CUST-1483,Male,0,0,0,66,44,Month-to-Month,Bank Transfer,No,0,0,0,1,0,110.94,6675.99,0
CUST-1484,Female,0,1,1,5,34,One Year,Electronic Check,Fiber Optic,0,0,0,4,9,98.02,463.86,0
CUST-1485,Female,1,1,1,29,29,Month-to-Month,Electronic Check,No,0,0,1,2,8,20.7,524.48,0
CUST-1486,Female,0,1,1,37,39,Month-to-Month,Electronic Check,DSL,1,1,0,3,3,25.73,992.28,1
CUST-1487,Female,0,1,1,38,34,Month-to-Month,Electronic Check,Fiber Optic,0,0,1,2,8,42.52,1604.26,0
CUST-1488,Male,0,1,1,8,27,Month-to-Month,Electronic Check,DSL,1,0,1,3,6,33.13,275.77,1
CUST-1489,Male,0,1,0,65,18,One Year,Bank Transfer,Fiber Optic,0,0,0,3,5,59.88,3484.86,0
CUST-1490,Male,1,1,0,17,39,Month-to-Month,Electronic Check,DSL,1,0,1,2,4,112.26,1957.79,0
CUST-1491,Female,0,1,0,71,43,Month-to-Month,Bank Transfer,No,0,1,0,4,8,67.21,4828.02,1
CUST-1492,Female,0,0,0,45,35,One Year,Electronic Check,DSL,1,1,0,4,1,21.34,946.31,0
CUST-1493,Female,0,0,0,4,67,Month-to-Month,Mailed Check,DSL,0,0,1,3,1,48.27,188.25,1
CUST-1494,Female,0,1,1,36,31,Month-to-Month,Mailed Check,Fiber Optic,0,1,0,4,8,24.46,804.22,1
CUST-1495,Female,0,1,1,70,64,One Year,Electronic Check,DSL,0,0,0,3,2,23.63,1676.07,0
CUST-1496,Female,0,1,1,31,46,Month-to-Month,Credit Card,DSL,0,0,1,4,7,47.57,1401.38,1
CUST-1497,Male,0,1,1,19,29,One Year,Mailed Check,DSL,1,0,1,3,8,47.56,780.91,0
CUST-1498,Male,0,0,1,61,53,Two Year,Bank Transfer,Fiber Optic,1,0,0,4,7,98.71,5494.88,0
CUST-1499,Male,0,0,0,54,52,Month-to-Month,Electronic Check,Fiber Optic,1,1,1,1,3,117.48,6579.02,0
CUST-1500,Male,0,0,0,39,69,Month-to-Month,Bank Transfer,Fiber Optic,1,1,1,2,0,57.12,2272.54,1
CUST-1501,Male,0,0,0,19,29,Month-to-Month,Credit Card,Fiber Optic,1,0,1,1,3,62.89,1250.33,0
CUST-1502,Male,0,1,1,39,24,Month-to-Month,Electronic Check,Fiber Optic,0,0,1,2,8,104.48,3975.29,1
CUST-1503,Male,0,1,1,67,46,Two Year,Mailed Check,DSL,1,1,0,2,1,46.81,2821.08,0
CUST-1504,Male,0,1,1,45,28,Two Year,Bank Transfer,DSL,1,1,0,3,2,35.64,1415.45,0
CUST-1505,Female,0,0,1,13,50,Month-to-Month,Mailed Check,Fiber Optic,1,0,1,2,9,105.31,1214.85,0
CUST-1506,Female,0,1,0,58,23,One Year,Mailed Check,DSL,1,1,0,1,7,24.65,1220.91,0
CUST-1507,Female,0,1,1,20,64,Two Year,Electronic Check,DSL,0,0,1,1,5,81.97,1521.59,1
CUST-1508,Female,0,0,0,61,32,Two Year,Bank Transfer,Fiber Optic,0,1,1,4,7,76.2,4128.93,0
CUST-1509,Female,0,0,1,39,49,Month-to-Month,Credit Card,Fiber Optic,0,1,0,1,6,54.59,1984.94,1
CUST-1510,Female,0,0,0,1,68,Month-to-Month,Mailed Check,DSL,0,1,0,4,4,51.52,53.43,0
CUST-1511,Female,1,0,1,3,28,Month-to-Month,Electronic Check,DSL,1,1,0,2,8,97.19,272.94,1
CUST-1512,Male,0,0,1,62,40,Two Year,Electronic Check,No,1,0,0,1,3,28.64,1821.13,0
CUST-1513,Male,1,1,0,63,43,Month-to-Month,Credit Card,No,0,0,1,2,5,43.68,2672.31,0
CUST-1514,Female,0,1,0,25,51,One Year,Electronic Check,Fiber Optic,0,1,1,1,1,93.24,2096.56,0
CUST-1515,Male,0,0,1,56,63,Month-to-Month,Mailed Check,Fiber Optic,1,0,0,1,1,74.83,3860.15,0
CUST-1516,Male,0,1,0,33,51,Month-to-Month,Electronic Check,Fiber Optic,1,1,1,4,1,32.8,938.21,0
CUST-1517,Male,0,1,1,38,46,Month-to-Month,Bank Transfer,No,0,1,0,2,9,108.21,3769.42,1
CUST-1518,Male,0,1,1,6,21,Two Year,Bank Transfer,No,0,0,0,1,6,59.34,350.88,0
CUST-1519,Male,0,1,0,58,34,Month-to-Month,Mailed Check,DSL,0,0,0,3,1,102.79,5153.53,0
CUST-1520,Female,0,0,1,44,52,One Year,Bank Transfer,No,0,0,1,2,1,98.77,3872.53,0
CUST-1521,Male,0,1,1,45,30,Month-to-Month,Credit Card,DSL,1,1,1,2,8,82.44,3436.34,1
CUST-1522,Female,1,1,0,32,58,Month-to-Month,Electronic Check,DSL,1,0,0,2,6,69.45,2325.54,0
CUST-1523,Female,1,1,1,45,56,Month-to-Month,Mailed Check,Fiber Optic,1,0,0,4,2,117.96,5345.21,1
CUST-1524,Female,0,0,1,61,32,Month-to-Month,Credit Card,Fiber Optic,0,0,0,3,2,34.5,2097.55,1
CUST-1525,Male,0,1,1,47,46,Month-to-Month,Electronic Check,No,1,0,0,2,6,92.52,3797.22,1
CUST-1526,Female,0,0,1,21,46,Month-to-Month,Credit Card,DSL,1,1,1,1,4,39.12,826.61,0
CUST-1527,Female,0,0,0,36,28,Month-to-Month,Mailed Check,Fiber Optic,0,1,1,1,9,53.83,1951.55,0
CUST-1528,Female,0,0,0,19,69,Month-to-Month,Mailed Check,No,0,1,0,4,5,50.87,937.75,0
CUST-1529,Female,0,0,0,20,49,Two Year,Credit Card,No,0,1,0,1,7,114.7,2404.28,0
CUST-1530,Male,0,1,1,57,19,Two Year,Electronic Check,DSL,0,1,1,2,8,116.74,6088.91,1
CUST-1531,Female,1,0,0,18,64,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0,1,0,38.3,715.77,0
CUST-1532,Female,0,0,0,47,31,One Year,Bank Transfer,Fiber Optic,0,1,1,2,2,22.2,1077.78,0
CUST-1533,Female,0,0,0,49,37,Two Year,Credit Card,DSL,1,0,1,1,6,92.0,3842.15,1
CUST-1534,Female,0,0,1,14,39,Month-to-Month,Mailed Check,No,1,1,0,3,5,61.8,813.31,1
CUST-1535,Male,0,0,0,15,28,Two Year,Electronic Check,No,1,1,1,4,6,28.88,452.88,1
CUST-1536,Female,0,1,0,31,44,Two Year,Electronic Check,DSL,1,1,1,4,7,88.38,2385.32,0
CUST-1537,Female,0,0,1,1,20,Month-to-Month,Mailed Check,DSL,1,1,1,3,5,74.51,71.5,0
CUST-1538,Female,0,1,1,54,34,Month-to-Month,Bank Transfer,DSL,1,0,1,3,2,118.05,6666.61,0
CUST-1539,Female,1,1,1,3,61,Two Year,Electronic Check,No,0,1,0,4,1,42.74,123.23,0
CUST-1540,Female,0,0,1,16,45,Month-to-Month,Credit Card,DSL,0,1,1,3,6,60.4,858.13,1
CUST-1541,Female,0,1,1,57,46,Month-to-Month,Bank Transfer,Fiber Optic,0,0,1,2,0,74.25,4090.2,0
CUST-1542,Male,0,1,1,12,38,Month-to-Month,Credit Card,Fiber Optic,1,1,1,1,2,99.17,1060.19,0
CUST-1543,Female,0,1,0,16,64,Month-to-Month,Bank Transfer,Fiber Optic,1,1,0,4,3,74.88,1142.9,0
CUST-1544,Male,0,0,0,24,33,One Year,Mailed Check,DSL,0,1,0,3,0,81.29,1687.21,0
CUST-1545,Male,0,0,1,28,54,One Year,Credit Card,DSL,0,1,0,2,4,42.61,1158.6,0
CUST-1546,Female,0,0,1,8,37,Two Year,Credit Card,No,0,1,1,4,9,104.69,798.46,0
CUST-1547,Male,1,0,0,36,23,Month-to-Month,Mailed Check,No,0,1,0,3,2,62.86,2258.51,0
CUST-1548,Female,0,0,1,8,36,Month-to-Month,Credit Card,Fiber Optic,0,1,0,4,1,34.1,266.29,0
CUST-1549,Male,0,0,1,58,22,Month-to-Month,Bank Transfer,DSL,1,0,0,3,2,86.42,4811.47,0
CUST-1550,Female,0,0,0,60,20,Month-to-Month,Electronic Check,DSL,1,0,1,4,7,41.61,2466.53,1
CUST-1551,Male,0,1,1,50,18,Month-to-Month,Electronic Check,Fiber Optic,1,1,0,2,5,29.76,1307.64,0
CUST-1552,Male,0,1,1,28,55,Two Year,Mailed Check,DSL,0,0,0,2,6,106.2,2881.63,1
CUST-1553,Female,0,0,0,41,32,Two Year,Bank Transfer,No,1,1,0,1,5,66.02,2393.97,0
CUST-1554,Male,0,1,0,64,51,Month-to-Month,Credit Card,Fiber Optic,0,0,1,4,5,94.93,6288.8,0
CUST-1555,Male,0,0,0,27,52,One Year,Credit Card,DSL,1,1,1,1,2,49.06,1144.03,0
CUST-1556,Male,0,0,0,63,66,Month-to-Month,Electronic Check,No,0,0,0,4,7,98.7,5820.61,1
CUST-1557,Male,0,0,0,17,42,Month-to-Month,Credit Card,No,0,1,0,3,6,31.19,524.48,0
CUST-1558,Male,0,1,1,33,41,One Year,Electronic Check,DSL,1,0,0,3,6,55.6,1727.66,0
CUST-1559,Female,0,0,1,29,29,Month-to-Month,Mailed Check,Fiber Optic,1,0,1,1,5,117.81,2966.95,0
CUST-1560,Male,0,0,1,13,35,Two Year,Credit Card,DSL,1,1,1,4,4,99.4,1241.39,0
CUST-1561,Male,0,0,1,46,32,One Year,Bank Transfer,Fiber Optic,1,1,0,1,9,69.73,3138.06,1
CUST-1562,Female,0,0,1,35,61,Month-to-Month,Credit Card,DSL,1,0,1,2,7,53.98,1871.84,1
CUST-1563,Female,0,1,0,6,33,One Year,Electronic Check,Fiber Optic,0,0,0,1,4,107.21,594.79,0
CUST-1564,Female,0,0,1,69,44,Month-to-Month,Mailed Check,No,1,1,1,1,8,74.48,4947.6,0
CUST-1565,Male,0,1,1,47,25,Month-to-Month,Electronic Check,Fiber Optic,1,0,0,3,8,95.84,4234.83,0
CUST-1566,Male,0,1,1,25,63,Month-to-Month,Credit Card,DSL,0,1,1,1,0,95.41,2348.07,0
CUST-1567,Male,0,0,1,66,42,Month-to-Month,Electronic Check,Fiber Optic,1,0,0,4,5,21.79,1390.27,1
CUST-1568,Male,0,0,1,10,34,One Year,Electronic Check,DSL,0,0,1,3,6,32.63,311.67,0
CUST-1569,Female,0,1,0,56,46,Month-to-Month,Mailed Check,No,1,1,0,1,2,85.96,4331.93,0
CUST-1570,Female,0,1,1,30,25,One Year,Bank Transfer,Fiber Optic,1,1,0,2,6,36.16,922.52,0
CUST-1571,Male,0,1,1,5,32,One Year,Credit Card,DSL,0,1,0,1,6,45.55,201.52,0
CUST-1572,Male,0,1,1,33,44,Month-to-Month,Mailed Check,DSL,1,0,0,1,1,114.66,3304.8,1
CUST-1573,Male,0,0,1,65,63,Two Year,Bank Transfer,Fiber Optic,1,0,1,1,6,76.02,4643.92,0
CUST-1574,Male,0,1,1,18,67,Month-to-Month,Electronic Check,DSL,1,0,0,3,0,95.07,1664.12,0
CUST-1575,Female,0,1,1,49,69,Month-to-Month,Bank Transfer,Fiber Optic,1,1,1,4,4,75.8,3315.36,0
CUST-1576,Female,0,1,0,11,24,Month-to-Month,Electronic Check,DSL,0,0,1,2,8,75.25,859.05,1
CUST-1577,Male,0,1,1,26,20,Month-to-Month,Electronic Check,DSL,0,0,0,1,6,29.42,651.2,1
CUST-1578,Female,1,0,0,63,46,Month-to-Month,Mailed Check,Fiber Optic,1,1,0,4,6,54.37,3440.59,1
CUST-1579,Male,0,0,0,59,61,One Year,Electronic Check,No,1,0,0,4,1,48.24,2775.12,0
CUST-1580,Male,0,0,1,27,41,Month-to-Month,Mailed Check,No,0,0,0,3,7,59.07,1474.81,1
CUST-1581,Female,1,1,1,49,20,Month-to-Month,Bank Transfer,DSL,0,1,1,2,2,99.83,4207.31,1
CUST-1582,Male,0,1,1,33,37,Two Year,Bank Transfer,Fiber Optic,1,1,1,3,7,57.19,1841.03,0
CUST-1583,Female,0,0,0,1,63,One Year,Electronic Check,DSL,0,1,1,4,2,65.17,60.42,0
CUST-1584,Male,0,0,1,21,32,Two Year,Mailed Check,Fiber Optic,0,1,1,4,9,59.74,1301.28,0
CUST-1585,Female,0,1,1,55,42,Month-to-Month,Electronic Check,Fiber Optic,0,1,0,4,6,29.34,1546.57,0
CUST-1586,Male,0,0,1,6,47,One Year,Mailed Check,No,0,1,1,3,1,64.11,399.25,1
CUST-1587,Female,1,1,0,69,31,Two Year,Mailed Check,No,1,1,0,2,3,39.56,2440.56,0
CUST-1588,Male,0,1,0,5,24,One Year,Mailed Check,Fiber Optic,0,1,0,1,5,38.67,192.41,0
CUST-1589,Male,0,1,1,3,34,One Year,Bank Transfer,Fiber Optic,1,1,1,3,8,29.4,85.86,1
CUST-1590,Female,0,1,0,53,61,Month-to-Month,Mailed Check,No,1,0,1,4,4,55.67,2944.26,0
CUST-1591,Male,0,1,1,23,37,Month-to-Month,Bank Transfer,No,0,1,1,3,8,95.75,1966.46,1
CUST-1592,Female,0,1,0,53,53,Month-to-Month,Mailed Check,DSL,1,1,1,4,4,47.64,2481.99,0
CUST-1593,Female,1,0,1,37,26,Month-to-Month,Bank Transfer,DSL,1,0,1,1,9,51.23,1799.99,0
CUST-1594,Male,1,0,0,17,55,Two Year,Credit Card,Fiber Optic,0,1,1,1,7,84.27,1430.53,1
CUST-1595,Male,0,0,1,1,65,Month-to-Month,Bank Transfer,DSL,0,0,0,2,0,39.58,36.23,1
CUST-1596,Male,1,1,1,51,39,Two Year,Bank Transfer,DSL,0,0,0,4,6,109.7,5751.42,0
CUST-1597,Male,0,0,0,45,19,Two Year,Electronic Check,DSL,1,1,0,2,3,72.02,2809.41,0
CUST-1598,Female,0,1,0,4,41,Month-to-Month,Mailed Check,Fiber Optic,1,0,1,2,4,64.76,262.0,1
CUST-1599,Male,0,1,0,62,25,Month-to-Month,Credit Card,DSL,1,1,0,1,5,75.78,4802.96,0
CUST-1600,Male,0,1,0,65,28,Two Year,Electronic Check,DSL,1,1,0,3,4,36.6,2411.0,0
CUST-1601,Male,0,1,0,32,30,Two Year,Mailed Check,DSL,0,0,0,3,0,81.35,2479.67,0
CUST-1602,Female,0,0,1,34,34,Month-to-Month,Credit Card,No,1,0,0,2,8,56.31,1795.22,1
CUST-1603,Male,0,0,1,39,25,Month-to-Month,Credit Card,No,0,0,0,1,1,109.72,4489.84,0
CUST-1604,Female,0,0,0,26,38,Month-to-Month,Credit Card,Fiber Optic,0,1,0,4,8,36.89,859.23,1
CUST-1605,Male,0,1,1,34,35,One Year,Mailed Check,Fiber Optic,0,1,1,3,9,70.71,2306.47,0
CUST-1606,Female,1,0,1,54,47,Month-to-Month,Credit Card,No,0,0,1,2,1,79.81,4241.37,0
CUST-1607,Male,0,0,0,3,35,One Year,Credit Card,DSL,1,1,1,3,8,23.34,69.33,1
CUST-1608,Male,0,0,1,50,63,Month-to-Month,Electronic Check,DSL,0,1,0,3,5,56.37,2510.73,0
CUST-1609,Female,0,1,1,12,64,Month-to-Month,Bank Transfer,DSL,1,0,1,4,8,93.26,1097.63,0
CUST-1610,Male,0,0,0,65,48,Month-to-Month,Mailed Check,DSL,0,0,1,1,5,102.04,6723.29,0
CUST-1611,Male,0,1,0,54,55,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0,4,5,51.32,2383.31,0
CUST-1612,Male,0,0,1,5,49,Month-to-Month,Electronic Check,No,0,0,1,1,1,99.86,515.43,0
CUST-1613,Female,0,1,0,57,28,Month-to-Month,Bank Transfer,Fiber Optic,1,0,0,3,7,116.78,5697.27,1
CUST-1614,Male,0,0,1,17,62,Month-to-Month,Credit Card,Fiber Optic,0,0,1,2,2,105.69,1655.14,0
CUST-1615,Female,0,0,0,47,42,Month-to-Month,Credit Card,No,0,0,0,4,6,31.76,1273.53,0
CUST-1616,Female,0,0,0,23,50,Month-to-Month,Mailed Check,DSL,0,0,0,1,4,93.97,1870.46,1
CUST-1617,Female,0,1,0,14,55,Two Year,Mailed Check,DSL,0,0,1,3,2,51.97,751.03,0
CUST-1618,Male,0,0,0,66,58,Month-to-Month,Mailed Check,Fiber Optic,1,0,0,1,0,118.84,7223.59,0
CUST-1619,Female,0,0,1,51,25,Month-to-Month,Electronic Check,Fiber Optic,1,1,1,1,7,68.54,3268.17,1
CUST-1620,Female,0,1,0,38,28,One Year,Mailed Check,DSL,0,1,0,1,2,32.24,1094.12,0
CUST-1621,Male,0,1,0,64,39,Two Year,Electronic Check,Fiber Optic,0,0,1,3,1,92.52,5740.2,1
CUST-1622,Female,1,1,1,38,68,Month-to-Month,Credit Card,Fiber Optic,1,1,1,2,0,52.3,1925.71,1
CUST-1623,Female,0,1,1,50,41,One Year,Bank Transfer,Fiber Optic,1,1,0,2,3,119.71,5533.24,0
CUST-1624,Male,0,0,1,30,58,One Year,Credit Card,Fiber Optic,1,1,1,2,7,117.98,3244.24,1
CUST-1625,Male,0,0,1,51,34,One Year,Credit Card,DSL,0,1,1,1,2,85.61,4483.96,0
CUST-1626,Female,0,1,0,63,29,Month-to-Month,Credit Card,DSL,1,1,1,3,0,32.98,1925.35,0
CUST-1627,Male,0,0,1,52,63,One Year,Mailed Check,Fiber Optic,0,1,0,1,3,88.69,4375.29,1
CUST-1628,Male,1,1,0,38,49,Month-to-Month,Mailed Check,DSL,1,0,0,2,8,29.3,1009.48,1
CUST-1629,Male,1,0,1,30,32,One Year,Mailed Check,No,1,0,1,2,0,22.94,693.26,0
CUST-1630,Female,0,1,0,51,33,One Year,Bank Transfer,Fiber Optic,0,1,1,3,1,102.3,4849.43,0
CUST-1631,Female,0,0,1,5,39,Month-to-Month,Mailed Check,DSL,1,1,0,1,8,40.98,195.21,0
CUST-1632,Male,0,1,0,29,45,Two Year,Electronic Check,Fiber Optic,0,0,0,4,1,57.9,1512.32,0
CUST-1633,Female,0,1,0,4,37,Month-to-Month,Credit Card,Fiber Optic,1,1,1,4,2,117.35,491.71,1
CUST-1634,Male,0,0,1,10,50,Two Year,Bank Transfer,DSL,0,1,0,2,6,53.68,487.57,0
CUST-1635,Male,0,0,0,56,27,Month-to-Month,Bank Transfer,No,1,1,0,3,2,49.65,2791.93,1
CUST-1636,Male,0,0,0,17,57,Month-to-Month,Bank Transfer,No,1,1,1,1,8,111.82,1778.33,1
CUST-1637,Male,0,1,0,17,49,Month-to-Month,Bank Transfer,Fiber Optic,0,1,0,1,5,31.07,470.75,1
CUST-1638,Male,0,0,0,69,67,Two Year,Bank Transfer,DSL,0,0,0,2,2,95.96,6687.08,0
CUST-1639,Female,0,1,1,34,50,Month-to-Month,Electronic Check,Fiber Optic,0,0,0,2,8,118.81,3703.13,0
CUST-1640,Female,0,0,0,6,19,Month-to-Month,Credit Card,Fiber Optic,0,1,1,1,0,110.13,676.0,0
CUST-1641,Female,0,0,0,53,50,Month-to-Month,Bank Transfer,DSL,1,0,0,1,9,85.17,4663.2,1
CUST-1642,Female,1,1,1,66,50,One Year,Credit Card,DSL,1,1,1,2,2,51.41,3467.59,0
CUST-1643,Male,0,1,1,43,58,Month-to-Month,Mailed Check,No,1,1,0,1,0,45.43,1674.14,0
CUST-1644,Male,0,0,1,23,30,Month-to-Month,Bank Transfer,DSL,1,1,0,4,1,101.93,2361.91,0
CUST-1645,Female,0,1,0,55,47,Month-to-Month,Bank Transfer,Fiber Optic,1,1,1,2,7,107.98,5536.65,0
CUST-1646,Female,0,1,0,16,50,Month-to-Month,Credit Card,Fiber Optic,1,1,1,1,6,72.54,1189.36,1
CUST-1647,Male,0,0,1,8,30,Month-to-Month,Bank Transfer,Fiber Optic,0,1,1,2,1,44.43,347.47,1
CUST-1648,Male,0,1,0,4,69,Month-to-Month,Bank Transfer,DSL,1,1,1,3,1,31.29,127.25,0
CUST-1649,Male,1,0,1,4,43,One Year,Bank Transfer,No,1,1,0,2,8,28.72,109.12,0
CUST-1650,Female,0,0,0,56,39,Month-to-Month,Electronic Check,Fiber Optic,0,1,1,2,5,91.91,4925.67,0
CUST-1651,Male,0,1,1,25,56,Month-to-Month,Electronic Check,Fiber Optic,1,0,1,3,4,62.01,1362.48,0
CUST-1652,Male,0,0,0,67,19,Month-to-Month,Bank Transfer,Fiber Optic,1,1,1,4,9,110.54,7456.52,0
CUST-1653,Female,1,1,1,67,55,Two Year,Electronic Check,Fiber Optic,1,0,0,1,5,93.97,5879.69,0
CUST-1654,Female,0,0,0,27,56,Two Year,Mailed Check,No,0,0,0,3,8,39.13,1003.7,0
CUST-1655,Female,1,1,1,32,43,Two Year,Bank Transfer,Fiber Optic,0,1,1,2,6,81.38,2622.44,0
CUST-1656,Male,1,1,0,50,63,Month-to-Month,Mailed Check,Fiber Optic,1,0,1,1,9,63.55,3081.44,0
CUST-1657,Male,0,1,0,61,67,Month-to-Month,Credit Card,No,0,1,1,3,9,77.72,4220.46,0
CUST-1658,Female,0,1,0,51,32,Month-to-Month,Mailed Check,Fiber Optic,1,1,1,1,8,93.81,4631.43,1
CUST-1659,Male,1,1,1,19,51,Month-to-Month,Credit Card,DSL,1,1,0,1,3,100.62,1780.87,0
CUST-1660,Male,0,0,0,21,59,Month-to-Month,Bank Transfer,DSL,1,1,1,3,1,104.37,2068.82,0
CUST-1661,Male,0,0,0,5,61,One Year,Credit Card,No,0,0,0,1,7,45.4,194.24,0
CUST-1662,Female,0,1,0,42,66,Two Year,Credit Card,Fiber Optic,1,0,1,4,3,23.11,865.8,0
CUST-1663,Female,0,0,1,61,57,Two Year,Mailed Check,Fiber Optic,1,1,1,3,8,93.93,5192.32,0
CUST-1664,Male,0,1,0,22,28,Month-to-Month,Mailed Check,Fiber Optic,1,0,0,4,3,30.63,668.87,0
CUST-1665,Male,0,1,1,21,20,One Year,Mailed Check,DSL,1,0,1,2,7,51.49,921.58,1
CUST-1666,Male,0,0,0,70,23,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1,1,8,20.38,1329.24,1
CUST-1667,Male,0,0,1,1,26,Month-to-Month,Bank Transfer,DSL,0,1,1,2,8,88.17,91.24,1
CUST-1668,Female,0,1,1,5,23,One Year,Mailed Check,Fiber Optic,1,0,1,2,9,36.71,160.12,0
CUST-1669,Female,1,1,0,12,26,Month-to-Month,Bank Transfer,Fiber Optic,0,0,0,1,3,85.53,978.41,1
CUST-1670,Male,0,1,1,46,56,Month-to-Month,Bank Transfer,Fiber Optic,1,0,1,3,0,119.17,5521.86,0
CUST-1671,Male,0,1,1,34,48,Month-to-Month,Credit Card,Fiber Optic,0,1,1,1,2,27.27,962.88,0
CUST-1672,Female,0,1,0,49,49,One Year,Credit Card,No,1,0,0,2,8,27.71,1356.91,0
CUST-1673,Male,0,1,1,45,58,One Year,Mailed Check,Fiber Optic,1,0,1,2,3,54.04,2417.48,0
CUST-1674,Female,1,0,1,27,67,Month-to-Month,Bank Transfer,DSL,0,1,0,3,4,106.64,2923.33,1
CUST-1675,Male,0,1,1,26,29,Two Year,Credit Card,DSL,0,0,1,1,6,41.55,1014.66,1
CUST-1676,Female,0,1,1,47,25,Month-to-Month,Electronic Check,Fiber Optic,1,1,1,2,4,56.04,2663.3,1
CUST-1677,Male,1,0,0,56,25,Month-to-Month,Bank Transfer,No,0,1,1,4,3,26.85,1280.46,0
CUST-1678,Male,1,1,1,63,67,One Year,Electronic Check,No,0,1,0,2,1,96.32,6280.01,0
CUST-1679,Female,0,1,1,48,45,One Year,Mailed Check,No,1,1,0,2,1,60.83,2740.74,0
CUST-1680,Female,0,0,0,61,37,Two Year,Bank Transfer,DSL,1,1,1,3,3,95.92,5621.03,0
CUST-1681,Male,0,1,0,26,64,Month-to-Month,Mailed Check,Fiber Optic,1,1,0,4,9,110.36,2585.23,1
CUST-1682,Male,0,0,1,36,24,One Year,Mailed Check,Fiber Optic,1,0,1,2,9,43.28,1555.75,1
CUST-1683,Female,0,1,0,1,28,One Year,Mailed Check,DSL,1,1,0,2,8,100.74,87.17,0
CUST-1684,Female,0,0,0,8,37,Two Year,Mailed Check,DSL,0,0,1,4,7,25.91,212.36,0
CUST-1685,Male,0,0,0,52,33,Month-to-Month,Mailed Check,No,1,0,0,1,2,109.88,5803.03,1
CUST-1686,Male,0,0,0,47,21,One Year,Bank Transfer,DSL,0,1,1,1,8,85.08,3571.74,1
CUST-1687,Female,0,1,0,56,23,One Year,Electronic Check,DSL,1,0,0,2,4,107.42,6086.89,0
CUST-1688,Female,1,1,0,14,39,Month-to-Month,Bank Transfer,DSL,1,0,0,2,2,20.02,282.32,1
CUST-1689,Female,0,0,0,28,43,Month-to-Month,Bank Transfer,No,0,0,0,1,4,36.91,1009.13,0
CUST-1690,Female,1,0,0,2,20,Month-to-Month,Bank Transfer,Fiber Optic,1,1,0,3,9,58.98,109.08,1
CUST-1691,Female,1,1,0,26,58,One Year,Credit Card,Fiber Optic,0,0,1,4,3,57.95,1362.51,0
CUST-1692,Male,0,1,1,14,59,Two Year,Credit Card,No,0,0,1,4,7,42.67,535.47,0
CUST-1693,Male,0,1,1,59,31,One Year,Bank Transfer,DSL,0,1,0,3,4,58.16,3135.38,0
CUST-1694,Female,0,1,1,56,28,One Year,Electronic Check,Fiber Optic,1,0,1,3,9,32.88,1897.83,0
CUST-1695,Male,0,1,1,7,35,Month-to-Month,Bank Transfer,DSL,1,0,0,3,7,61.28,371.28,0
CUST-1696,Male,0,0,1,3,29,Month-to-Month,Mailed Check,DSL,1,0,1,3,8,100.24,305.46,1
CUST-1697,Female,0,1,0,23,40,Month-to-Month,Credit Card,No,1,1,0,3,3,67.91,1436.63,0
CUST-1698,Male,1,0,0,18,29,Month-to-Month,Credit Card,Fiber Optic,1,0,1,3,6,21.8,374.48,0
